ID,Type,Gender,TotalStats,SpecialStats,Star,SpecialStar,Parts
18978,basic,Female,"48,45,43,45,43","0,0,0,0,0",2,0,"G_Hair_Long_4,G_Body_Skin_White,G_Shoes_9,G_Bot_6,G_Top_5,G_Head_Skin_White,G_Face_8,G_Hair_4,G_Face_Acc_2"
18979,basic,Male,"44,43,40,43,42","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_6,B_Bot_8,B_Top_2,B_Head_Skin_White,B_Face_0,B_Hair_8"
18980,basic,Male,"36,33,31,32,36","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_9,B_Bot_1,B_Top_1,B_Head_Skin_White,B_Face_10,B_Hair_7,B_Face_Acc_1"
18981,basic,Female,"33,33,27,31,33","0,0,0,0,0",1,0,"G_Hair_Long_13,G_Body_Skin_Yellow,G_Shoes_9,G_Bot_8,G_Top_0,G_Head_Skin_Yellow,G_Face_3,G_Hair_13,G_Face_Acc_3"
18982,basic,Female,"29,30,29,31,29","0,0,0,0,0",1,0,"G_Hair_Long_9,G_Body_Skin_Black,G_Shoes_7,G_Bot_7,G_Top_2,G_Head_Skin_Black,G_Face_6,G_Hair_9,G_Face_Acc_0"
18983,basic,Male,"32,35,34,33,31","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_3,B_Bot_7,B_Top_7,B_Head_Skin_Black,B_Face_14,B_Hair_10"
18984,basic,Male,"45,37,37,40,40","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_1,B_Bot_1,B_Top_2,B_Head_Skin_White,B_Face_12,B_Hair_8,B_Face_Acc_1"
18985,basic,Female,"24,23,23,21,21","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Yellow,G_Shoes_1,G_Bot_7,G_Top_7,G_Head_Skin_Yellow,G_Face_8,G_Hair_2"
18986,basic,Female,"37,35,36,31,34","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_Yellow,G_Shoes_2,G_Bot_7,G_Top_1,G_Head_Skin_Yellow,G_Face_0,G_Hair_7,G_Face_Acc_3"
18987,basic,Male,"29,27,27,31,28","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_1,B_Bot_0,B_Top_1,B_Head_Skin_Black,B_Face_12,B_Hair_0"
18988,basic,Female,"32,35,33,35,32","0,0,0,0,0",1,0,"G_Hair_Long_0,G_Body_Skin_White,G_Shoes_8,G_Bot_5,G_Top_0,G_Head_Skin_White,G_Face_9,G_Hair_0"
18989,basic,Female,"28,25,24,26,25","0,0,0,0,0",1,0,"G_Hair_Long_9,G_Body_Skin_Black,G_Shoes_7,G_Bot_8,G_Top_7,G_Head_Skin_Black,G_Face_7,G_Hair_9"
18990,basic,Male,"40,43,43,42,38","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_1,B_Bot_6,B_Top_7,B_Head_Skin_Black,B_Face_13,B_Hair_10,B_Face_Acc_0"
18991,basic,Male,"34,36,38,39,36","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_9,B_Bot_5,B_Top_0,B_Head_Skin_Black,B_Face_13,B_Hair_5,B_Face_Acc_2"
18992,basic,Male,"35,35,33,36,33","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_5,B_Bot_1,B_Top_3,B_Head_Skin_Black,B_Face_9,B_Hair_1"
18993,basic,Female,"37,36,37,38,36","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_Yellow,G_Shoes_6,G_Bot_7,G_Top_4,G_Head_Skin_Yellow,G_Face_7,G_Hair_7,G_Face_Acc_1"
18994,basic,Female,"38,37,37,38,41","0,0,0,0,0",1,0,"G_Hair_Long_12,G_Body_Skin_White,G_Shoes_6,G_Bot_7,G_Top_9,G_Head_Skin_White,G_Face_18,G_Hair_12"
18995,basic,Female,"34,28,28,30,31","0,0,0,0,0",1,0,"G_Hair_Long_9,G_Body_Skin_White,G_Shoes_6,G_Bot_8,G_Top_5,G_Head_Skin_White,G_Face_19,G_Hair_9"
18996,basic,Female,"42,46,42,42,44","0,0,0,0,0",2,0,"G_Hair_Long_13,G_Body_Skin_Black,G_Shoes_8,G_Bot_9,G_Top_4,G_Head_Skin_Black,G_Face_10,G_Hair_13,G_Face_Acc_2"
18997,basic,Male,"40,41,37,40,39","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_6,B_Bot_7,B_Top_0,B_Head_Skin_White,B_Face_1,B_Hair_9,B_Face_Acc_0"
18998,basic,Female,"32,34,36,31,32","0,0,0,0,0",1,0,"G_Hair_Long_13,G_Body_Skin_Black,G_Shoes_8,G_Bot_1,G_Top_3,G_Head_Skin_Black,G_Face_7,G_Hair_13"
18999,basic,Male,"40,42,36,42,37","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_5,B_Bot_5,B_Top_7,B_Head_Skin_Black,B_Face_1,B_Hair_8,B_Face_Acc_1"
19000,basic,Female,"32,33,31,30,28","0,0,0,0,0",1,0,"G_Hair_Long_9,G_Body_Skin_Black,G_Shoes_2,G_Bot_2,G_Top_0,G_Head_Skin_Black,G_Face_21,G_Hair_9"
19001,basic,Male,"47,47,44,44,46","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_7,B_Top_0,B_Head_Skin_White,B_Face_14,B_Hair_9,B_Face_Acc_1"
19002,basic,Female,"40,33,38,34,41","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_White,G_Shoes_7,G_Bot_4,G_Top_1,G_Head_Skin_White,G_Face_10,G_Hair_2,G_Face_Acc_3"
19003,basic,Female,"38,42,37,39,44","0,0,0,0,0",2,0,"G_Hair_Long_6,G_Body_Skin_Yellow,G_Shoes_6,G_Bot_5,G_Top_9,G_Head_Skin_Yellow,G_Face_7,G_Hair_6,G_Face_Acc_0"
19004,basic,Male,"33,30,28,34,31","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_6,B_Bot_2,B_Top_9,B_Head_Skin_White,B_Face_0,B_Hair_5"
19005,basic,Male,"31,29,27,27,29","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_0,B_Bot_2,B_Top_8,B_Head_Skin_Yellow,B_Face_11,B_Hair_3,B_Face_Acc_0"
19006,basic,Male,"23,28,24,26,21","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_0,B_Bot_8,B_Top_2,B_Head_Skin_Black,B_Face_1,B_Hair_10"
19007,basic,Female,"41,45,40,44,47","0,0,0,0,0",2,0,"G_Hair_Long_14,G_Body_Skin_Yellow,G_Shoes_6,G_Bot_0,G_Top_9,G_Head_Skin_Yellow,G_Face_8,G_Hair_14,G_Face_Acc_0"
19008,basic,Male,"37,35,36,36,38","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_9,B_Bot_0,B_Top_7,B_Head_Skin_Black,B_Face_14,B_Hair_8"
19009,basic,Male,"36,42,41,40,36","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_8,B_Bot_5,B_Top_3,B_Head_Skin_Black,B_Face_8,B_Hair_10,B_Face_Acc_0"
19010,basic,Male,"43,43,40,42,43","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_5,B_Bot_6,B_Top_8,B_Head_Skin_Black,B_Face_9,B_Hair_8"
19011,basic,Male,"34,33,31,30,30","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_3,B_Bot_8,B_Top_8,B_Head_Skin_Yellow,B_Face_8,B_Hair_10"
19012,basic,Female,"31,35,33,32,34","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Black,G_Shoes_6,G_Bot_0,G_Top_2,G_Head_Skin_Black,G_Face_0,G_Hair_2,G_Face_Acc_0"
19013,basic,Female,"31,33,29,31,32","0,0,0,0,0",1,0,"G_Hair_Long_9,G_Body_Skin_Black,G_Shoes_9,G_Bot_5,G_Top_0,G_Head_Skin_Black,G_Face_18,G_Hair_9,G_Face_Acc_0"
19014,basic,Male,"39,42,39,37,39","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_9,B_Bot_8,B_Top_6,B_Head_Skin_White,B_Face_13,B_Hair_7,B_Face_Acc_2"
19015,basic,Female,"37,30,31,30,34","0,0,0,0,0",1,0,"G_Hair_Long_9,G_Body_Skin_White,G_Shoes_9,G_Bot_4,G_Top_6,G_Head_Skin_White,G_Face_19,G_Hair_9,G_Face_Acc_0"
19016,basic,Female,"37,37,40,40,35","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_White,G_Shoes_7,G_Bot_1,G_Top_4,G_Head_Skin_White,G_Face_11,G_Hair_7"
19017,basic,Male,"39,39,34,37,35","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_0,B_Bot_8,B_Top_4,B_Head_Skin_White,B_Face_10,B_Hair_1"
19018,basic,Male,"47,48,49,48,46","0,0,0,0,0",3,0,"B_Body_Skin_Black,B_Shoes_2,B_Bot_2,B_Top_5,B_Head_Skin_Black,B_Face_11,B_Hair_3,B_Face_Acc_2"
19019,basic,Male,"26,29,27,28,29","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_5,B_Bot_0,B_Top_0,B_Head_Skin_Black,B_Face_11,B_Hair_7,B_Face_Acc_0"
19020,basic,Male,"32,37,35,34,32","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_3,B_Bot_7,B_Top_0,B_Head_Skin_Black,B_Face_7,B_Hair_2,B_Face_Acc_1"
19021,basic,Female,"32,36,33,33,33","0,0,0,0,0",1,0,"G_Hair_Long_0,G_Body_Skin_Black,G_Shoes_4,G_Bot_0,G_Top_6,G_Head_Skin_Black,G_Face_3,G_Hair_0,G_Face_Acc_0"
19022,basic,Male,"47,52,45,44,46","0,0,0,0,0",3,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_7,B_Top_5,B_Head_Skin_White,B_Face_6,B_Hair_10,B_Face_Acc_3"
19023,basic,Female,"37,33,31,35,37","0,0,0,0,0",1,0,"G_Hair_Long_1,G_Body_Skin_Yellow,G_Shoes_9,G_Bot_2,G_Top_8,G_Head_Skin_Yellow,G_Face_10,G_Hair_1,G_Face_Acc_0"
19024,basic,Male,"41,43,44,42,40","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_8,B_Bot_7,B_Top_6,B_Head_Skin_Black,B_Face_11,B_Hair_1,B_Face_Acc_2"
19025,basic,Male,"42,42,39,40,37","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_0,B_Bot_8,B_Top_2,B_Head_Skin_Yellow,B_Face_13,B_Hair_1,B_Face_Acc_1"
19026,basic,Female,"31,32,28,36,30","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_White,G_Shoes_7,G_Bot_2,G_Top_0,G_Head_Skin_White,G_Face_6,G_Hair_7,G_Face_Acc_2"
19027,basic,Female,"41,42,37,40,38","0,0,0,0,0",1,0,"G_Hair_Long_1,G_Body_Skin_Black,G_Shoes_6,G_Bot_2,G_Top_5,G_Head_Skin_Black,G_Face_20,G_Hair_1,G_Face_Acc_2"
19028,basic,Male,"29,30,25,25,28","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_1,B_Bot_8,B_Top_8,B_Head_Skin_White,B_Face_6,B_Hair_0,B_Face_Acc_1"
19029,special,Female,"31,25,28,25,29","97,89,96,85,99",1,6,"G_Hair_Long_9,G_Body_Skin_White,G_Shoes_7,G_Bot_4,G_Top_1,G_Head_Skin_White,G_Face_5,G_Hair_9,S_62"
19030,basic,Male,"33,30,32,29,31","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_9,B_Bot_7,B_Top_3,B_Head_Skin_Yellow,B_Face_13,B_Hair_5"
19031,basic,Female,"23,17,22,19,22","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_White,G_Shoes_9,G_Bot_2,G_Top_1,G_Head_Skin_White,G_Face_16,G_Hair_2"
19032,basic,Male,"53,56,58,59,57","0,0,0,0,0",4,0,"B_Body_Skin_Black,B_Shoes_8,B_Bot_3,B_Top_0,B_Head_Skin_Black,B_Face_14,B_Hair_8,B_Face_Acc_3"
19033,basic,Male,"42,44,40,41,42","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_6,B_Bot_0,B_Top_3,B_Head_Skin_White,B_Face_10,B_Hair_10,B_Face_Acc_3"
19034,basic,Female,"34,33,30,31,30","0,0,0,0,0",1,0,"G_Hair_Long_9,G_Body_Skin_Black,G_Shoes_3,G_Bot_8,G_Top_6,G_Head_Skin_Black,G_Face_8,G_Hair_9,G_Face_Acc_3"
19035,basic,Male,"42,40,42,42,43","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_9,B_Bot_4,B_Top_1,B_Head_Skin_Black,B_Face_4,B_Hair_9,B_Face_Acc_0"
19036,basic,Female,"40,39,40,38,40","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_Yellow,G_Shoes_2,G_Bot_0,G_Top_5,G_Head_Skin_Yellow,G_Face_21,G_Hair_5,G_Face_Acc_0"
19037,basic,Female,"38,39,36,36,40","0,0,0,0,0",1,0,"G_Hair_Long_6,G_Body_Skin_White,G_Shoes_6,G_Bot_5,G_Top_5,G_Head_Skin_White,G_Face_4,G_Hair_6,G_Face_Acc_2"
19038,basic,Male,"41,43,40,41,39","0,0,0,0,0",2,0,"B_Body_Skin_White,B_Shoes_0,B_Bot_4,B_Top_9,B_Head_Skin_White,B_Face_7,B_Hair_2,B_Face_Acc_3"
19039,basic,Female,"53,54,52,52,52","0,0,0,0,0",4,0,"G_Hair_Long_3,G_Body_Skin_White,G_Shoes_8,G_Bot_9,G_Top_5,G_Head_Skin_White,G_Face_20,G_Hair_3,G_Face_Acc_0"
19040,basic,Female,"32,39,37,35,38","0,0,0,0,0",1,0,"G_Hair_Long_8,G_Body_Skin_Black,G_Shoes_4,G_Bot_5,G_Top_7,G_Head_Skin_Black,G_Face_4,G_Hair_8,G_Face_Acc_1"
19041,basic,Male,"32,30,31,31,30","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_2,B_Bot_4,B_Top_0,B_Head_Skin_Yellow,B_Face_3,B_Hair_11"
19042,basic,Male,"26,17,21,19,23","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_1,B_Bot_0,B_Top_8,B_Head_Skin_White,B_Face_11,B_Hair_5"
19043,basic,Female,"44,45,45,42,41","0,0,0,0,0",2,0,"G_Hair_Long_7,G_Body_Skin_Black,G_Shoes_1,G_Bot_7,G_Top_4,G_Head_Skin_Black,G_Face_21,G_Hair_7,G_Face_Acc_3"
19044,basic,Female,"35,43,37,39,36","0,0,0,0,0",2,0,"G_Hair_Long_3,G_Body_Skin_Black,G_Shoes_7,G_Bot_5,G_Top_0,G_Head_Skin_Black,G_Face_15,G_Hair_3"
19045,basic,Male,"34,35,37,34,34","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_4,B_Bot_8,B_Top_5,B_Head_Skin_Black,B_Face_10,B_Hair_5"
19046,basic,Female,"34,38,33,32,34","0,0,0,0,0",1,0,"G_Hair_Long_9,G_Body_Skin_Black,G_Shoes_4,G_Bot_0,G_Top_7,G_Head_Skin_Black,G_Face_3,G_Hair_9,G_Face_Acc_2"
19047,basic,Male,"41,43,38,42,42","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_0,B_Bot_5,B_Top_1,B_Head_Skin_Yellow,B_Face_4,B_Hair_3,B_Face_Acc_3"
19048,basic,Female,"20,22,23,22,19","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_Black,G_Shoes_7,G_Bot_2,G_Top_6,G_Head_Skin_Black,G_Face_12,G_Hair_5"
19049,basic,Female,"40,37,39,40,39","0,0,0,0,0",1,0,"G_Hair_Long_14,G_Body_Skin_Yellow,G_Shoes_7,G_Bot_1,G_Top_5,G_Head_Skin_Yellow,G_Face_12,G_Hair_14,G_Face_Acc_1"
19050,basic,Female,"33,32,33,33,31","0,0,0,0,0",1,0,"G_Hair_Long_11,G_Body_Skin_Black,G_Shoes_6,G_Bot_7,G_Top_5,G_Head_Skin_Black,G_Face_0,G_Hair_11"
19051,basic,Female,"47,49,44,41,44","0,0,0,0,0",2,0,"G_Hair_Long_4,G_Body_Skin_Black,G_Shoes_2,G_Bot_9,G_Top_5,G_Head_Skin_Black,G_Face_4,G_Hair_4,G_Face_Acc_3"
19052,basic,Male,"44,47,43,41,43","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_3,B_Bot_6,B_Top_5,B_Head_Skin_Black,B_Face_3,B_Hair_9,B_Face_Acc_0"
19053,basic,Female,"37,32,32,32,35","0,0,0,0,0",1,0,"G_Hair_Long_14,G_Body_Skin_White,G_Shoes_3,G_Bot_8,G_Top_1,G_Head_Skin_White,G_Face_18,G_Hair_14,G_Face_Acc_2"
19054,basic,Female,"28,29,28,29,27","0,0,0,0,0",1,0,"G_Hair_Long_0,G_Body_Skin_Black,G_Shoes_2,G_Bot_2,G_Top_6,G_Head_Skin_Black,G_Face_1,G_Hair_0,G_Face_Acc_0"
19055,basic,Male,"35,37,31,33,35","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_3,B_Bot_1,B_Top_6,B_Head_Skin_White,B_Face_6,B_Hair_8,B_Face_Acc_0"
19056,basic,Female,"37,33,39,39,36","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_White,G_Shoes_6,G_Bot_7,G_Top_5,G_Head_Skin_White,G_Face_9,G_Hair_2,G_Face_Acc_1"
19057,basic,Male,"41,39,37,35,38","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_8,B_Bot_4,B_Top_7,B_Head_Skin_White,B_Face_3,B_Hair_1,B_Face_Acc_1"
19058,basic,Male,"46,48,47,48,44","0,0,0,0,0",3,0,"B_Body_Skin_Black,B_Shoes_1,B_Bot_6,B_Top_6,B_Head_Skin_Black,B_Face_13,B_Hair_9,B_Face_Acc_0"
19059,basic,Male,"40,39,38,40,38","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_1,B_Bot_0,B_Top_3,B_Head_Skin_Black,B_Face_0,B_Hair_8,B_Face_Acc_1"
19060,basic,Male,"21,23,20,21,22","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_3,B_Bot_8,B_Top_9,B_Head_Skin_Yellow,B_Face_4,B_Hair_2"
19061,basic,Female,"34,34,30,29,33","0,0,0,0,0",1,0,"G_Hair_Long_14,G_Body_Skin_Yellow,G_Shoes_6,G_Bot_1,G_Top_1,G_Head_Skin_Yellow,G_Face_10,G_Hair_14,G_Face_Acc_2"
19062,basic,Female,"51,56,54,54,52","0,0,0,0,0",4,0,"G_Hair_Long_7,G_Body_Skin_Yellow,G_Shoes_8,G_Bot_0,G_Top_8,G_Head_Skin_Yellow,G_Face_11,G_Hair_7,G_Face_Acc_0"
19063,basic,Female,"27,28,30,25,25","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_Black,G_Shoes_9,G_Bot_7,G_Top_6,G_Head_Skin_Black,G_Face_4,G_Hair_5,G_Face_Acc_1"
19064,basic,Male,"25,26,21,24,26","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_1,B_Top_9,B_Head_Skin_White,B_Face_6,B_Hair_2"
19065,basic,Female,"36,34,34,38,37","0,0,0,0,0",1,0,"G_Hair_Long_7,G_Body_Skin_Yellow,G_Shoes_7,G_Bot_6,G_Top_5,G_Head_Skin_Yellow,G_Face_16,G_Hair_7"
19066,basic,Female,"42,44,43,42,43","0,0,0,0,0",2,0,"G_Hair_Long_8,G_Body_Skin_White,G_Shoes_8,G_Bot_6,G_Top_6,G_Head_Skin_White,G_Face_9,G_Hair_8,G_Face_Acc_0"
19067,basic,Male,"22,25,24,24,25","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_8,B_Bot_8,B_Top_0,B_Head_Skin_Yellow,B_Face_12,B_Hair_2"
19068,basic,Male,"30,29,28,27,29","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_9,B_Bot_7,B_Top_6,B_Head_Skin_Yellow,B_Face_4,B_Hair_10"
19069,basic,Male,"29,32,29,36,33","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_2,B_Bot_5,B_Top_9,B_Head_Skin_Black,B_Face_12,B_Hair_7,B_Face_Acc_0"
19070,basic,Female,"42,36,39,39,40","0,0,0,0,0",2,0,"G_Hair_Long_1,G_Body_Skin_Black,G_Shoes_7,G_Bot_4,G_Top_4,G_Head_Skin_Black,G_Face_7,G_Hair_1,G_Face_Acc_0"
19071,basic,Male,"38,39,38,37,39","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_8,B_Bot_8,B_Top_1,B_Head_Skin_Yellow,B_Face_12,B_Hair_9,B_Face_Acc_0"
19072,basic,Male,"28,25,23,28,27","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_5,B_Bot_5,B_Top_0,B_Head_Skin_Yellow,B_Face_12,B_Hair_5"
19073,basic,Male,"33,32,29,34,31","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_3,B_Bot_5,B_Top_7,B_Head_Skin_Black,B_Face_12,B_Hair_6,B_Face_Acc_2"
19074,basic,Female,"50,54,54,51,53","0,0,0,0,0",4,0,"G_Hair_Long_4,G_Body_Skin_White,G_Shoes_8,G_Bot_0,G_Top_3,G_Head_Skin_White,G_Face_17,G_Hair_4,G_Face_Acc_1"
19075,basic,Male,"26,25,24,24,25","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_5,B_Bot_8,B_Top_8,B_Head_Skin_Black,B_Face_10,B_Hair_5"
19076,basic,Male,"33,36,33,32,33","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_7,B_Top_0,B_Head_Skin_White,B_Face_10,B_Hair_2,B_Face_Acc_0"
19077,basic,Female,"39,32,40,36,36","0,0,0,0,0",1,0,"G_Hair_Long_9,G_Body_Skin_White,G_Shoes_8,G_Bot_7,G_Top_5,G_Head_Skin_White,G_Face_12,G_Hair_9,G_Face_Acc_0"
19078,basic,Male,"36,39,35,34,38","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_8,B_Bot_7,B_Top_9,B_Head_Skin_White,B_Face_6,B_Hair_1,B_Face_Acc_2"
19079,basic,Male,"52,50,48,47,47","0,0,0,0,0",3,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_1,B_Top_5,B_Head_Skin_White,B_Face_9,B_Hair_9,B_Face_Acc_2"
19080,basic,Female,"31,27,29,30,32","0,0,0,0,0",1,0,"G_Hair_Long_8,G_Body_Skin_White,G_Shoes_3,G_Bot_8,G_Top_5,G_Head_Skin_White,G_Face_18,G_Hair_8"
19081,basic,Female,"41,42,40,38,42","0,0,0,0,0",2,0,"G_Hair_Long_5,G_Body_Skin_Yellow,G_Shoes_0,G_Bot_9,G_Top_1,G_Head_Skin_Yellow,G_Face_0,G_Hair_5,G_Face_Acc_0"
19082,basic,Female,"35,37,33,38,38","0,0,0,0,0",1,0,"G_Hair_Long_11,G_Body_Skin_Yellow,G_Shoes_4,G_Bot_2,G_Top_5,G_Head_Skin_Yellow,G_Face_5,G_Hair_11,G_Face_Acc_1"
19083,basic,Female,"37,34,33,32,33","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Yellow,G_Shoes_8,G_Bot_8,G_Top_6,G_Head_Skin_Yellow,G_Face_7,G_Hair_2,G_Face_Acc_1"
19084,basic,Female,"53,58,55,52,55","0,0,0,0,0",4,0,"G_Hair_Long_4,G_Body_Skin_Yellow,G_Shoes_8,G_Bot_6,G_Top_3,G_Head_Skin_Yellow,G_Face_15,G_Hair_4,G_Face_Acc_0"
19085,basic,Male,"27,31,29,28,29","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_5,B_Bot_0,B_Top_0,B_Head_Skin_Black,B_Face_3,B_Hair_2,B_Face_Acc_0"
19086,basic,Male,"39,39,34,35,37","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_5,B_Bot_1,B_Top_7,B_Head_Skin_White,B_Face_9,B_Hair_3,B_Face_Acc_0"
19087,basic,Female,"45,43,43,45,46","0,0,0,0,0",2,0,"G_Hair_Long_0,G_Body_Skin_White,G_Shoes_6,G_Bot_4,G_Top_0,G_Head_Skin_White,G_Face_16,G_Hair_0,G_Face_Acc_3"
19088,basic,Male,"40,40,37,38,38","0,0,0,0,0",2,0,"B_Body_Skin_Yellow,B_Shoes_7,B_Bot_0,B_Top_5,B_Head_Skin_Yellow,B_Face_9,B_Hair_7"
19089,basic,Female,"37,40,35,36,37","0,0,0,0,0",1,0,"G_Hair_Long_2,G_Body_Skin_Black,G_Shoes_0,G_Bot_0,G_Top_0,G_Head_Skin_Black,G_Face_2,G_Hair_2,G_Face_Acc_0"
19090,basic,Female,"35,41,35,31,37","0,0,0,0,0",1,0,"G_Hair_Long_10,G_Body_Skin_Yellow,G_Shoes_8,G_Bot_1,G_Top_7,G_Head_Skin_Yellow,G_Face_4,G_Hair_10"
19091,basic,Male,"38,37,37,39,39","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_2,B_Bot_1,B_Top_8,B_Head_Skin_White,B_Face_10,B_Hair_10,B_Face_Acc_3"
19092,basic,Female,"35,32,35,38,36","0,0,0,0,0",1,0,"G_Hair_Long_12,G_Body_Skin_Black,G_Shoes_7,G_Bot_2,G_Top_5,G_Head_Skin_Black,G_Face_12,G_Hair_12,G_Face_Acc_0"
19093,basic,Male,"35,31,32,31,33","0,0,0,0,0",1,0,"B_Body_Skin_Yellow,B_Shoes_8,B_Bot_4,B_Top_8,B_Head_Skin_Yellow,B_Face_9,B_Hair_6,B_Face_Acc_0"
19094,basic,Female,"22,24,20,23,22","0,0,0,0,0",1,0,"G_Hair_Long_5,G_Body_Skin_Yellow,G_Shoes_9,G_Bot_2,G_Top_6,G_Head_Skin_Yellow,G_Face_6,G_Hair_5,G_Face_Acc_0"
19095,basic,Male,"49,49,48,50,47","0,0,0,0,0",3,0,"B_Body_Skin_Black,B_Shoes_6,B_Bot_2,B_Top_3,B_Head_Skin_Black,B_Face_14,B_Hair_9,B_Face_Acc_1"
19096,basic,Female,"33,35,30,32,35","0,0,0,0,0",1,0,"G_Hair_Long_11,G_Body_Skin_Yellow,G_Shoes_9,G_Bot_0,G_Top_5,G_Head_Skin_Yellow,G_Face_15,G_Hair_11"
19097,basic,Female,"37,36,34,36,37","0,0,0,0,0",1,0,"G_Hair_Long_11,G_Body_Skin_White,G_Shoes_6,G_Bot_7,G_Top_6,G_Head_Skin_White,G_Face_1,G_Hair_11,G_Face_Acc_3"
19098,basic,Male,"39,41,41,41,39","0,0,0,0,0",2,0,"B_Body_Skin_Black,B_Shoes_2,B_Bot_7,B_Top_8,B_Head_Skin_Black,B_Face_9,B_Hair_10,B_Face_Acc_1"
19099,basic,Male,"29,31,33,30,30","0,0,0,0,0",1,0,"B_Body_Skin_Black,B_Shoes_4,B_Bot_0,B_Top_7,B_Head_Skin_Black,B_Face_7,B_Hair_10"
19100,basic,Female,"25,27,26,24,25","0,0,0,0,0",1,0,"G_Hair_Long_6,G_Body_Skin_Black,G_Shoes_9,G_Bot_2,G_Top_5,G_Head_Skin_Black,G_Face_3,G_Hair_6"
19101,basic,Male,"27,31,26,27,27","0,0,0,0,0",1,0,"B_Body_Skin_White,B_Shoes_3,B_Bot_8,B_Top_1,B_Head_Skin_White,B_Face_10,B_Hair_0"
